958,Guadalupe,28
959,Guapotá,28
960,Carcasí,28
961,Aguada,28
962,Albania,28
963,Bucaramanga,28
964,Aratoca,28
965,Barrancabermeja,28
966,Rionegro,28
967,Barichara,28
968,Barbosa,28
969,Sabana De Torres,28
970,San Miguel,28
971,San José De Miranda,28
972,San Vicente De Chucurí,28
973,Santa Bárbara,28
974,San Joaquín,28
975,San Andrés,28
976,Betulia,28
977,San Benito,28
978,San Gil,28
979,Charta,28
980,Cimitarra,28
981,Concepción,28
982,Chipatá,28
983,Confines,28
984,El Carmen De Chucurí,28
985,Chima,28
986,Curití,28
987,Contratación,28
988,Puerto Wilches,28
989,Capitanejo,28
990,El Guacamayo,28
991,California,28
992,Cabrera,28
993,Cepitá,28
994,Charalá,28
995,Bolívar,28
996,Cerrito,28
997,Santa Helena Del Opón,28
998,Ovejas,29
999,Galeras,29
1000,El Roble,29
1001,Chalán,29
1002,Guaranda,29
1003,La Unión,29
1004,Coveñas,29
1005,Buenavista,29
1006,Sincelejo,29
1007,Caimito,29
1008,Corozal,29
1009,Los Palmitos,29
1010,Colosó,29
1011,Majagual,29
1012,San Luis De Sincé,29
1013,San Pedro,29
1014,San Onofre,29
1015,Sucre,29
1016,Santiago De Tolú,29
1017,San Marcos,29
1018,Palmito,29
1019,Morroa,29
1020,Sampués,29
1021,San Juan De Betulia,29
1022,San José De Toluviejo,29
1023,San Benito Abad,29
1024,Coello,30
1025,Piedras,30
1026,Palocabildo,30
1027,Planadas,30
1028,Suárez,30
1029,Ortega,30
1030,Melgar,30
1031,San Sebastián De Mariquita,30
1032,Purificación,30
1033,Murillo,30
1034,Natagaima,30
1035,Rioblanco,30
1036,Villahermosa,30
1037,Villarrica,30
1038,Santa Isabel,30
1039,Venadillo,30
1040,Valle De San Juan,30
1041,San Luis,30
1042,Rovira,30
1043,Roncesvalles,30
1044,Líbano,30
1045,Saldaña,30
1046,San Antonio,30
1047,Prado,30
1048,Cajamarca,30
1049,Ataco,30
1050,Armero,30
1051,Carmen De Apicalá,30
1052,Casabianca,30
1053,Anzoátegui,30
1054,Alpujarra,30
1055,Ibagué,30
1056,Chaparral,30
1057,Alvarado,30
1058,Ambalema,30
1059,Coyaima,30
1060,Herveo,30
1061,Guamo,30
1062,Fresno,30
1063,Honda,30
1064,Icononzo,30
1065,Flandes,30
1066,Dolores,30
1067,Cunday,30
1068,Lérida,30
1069,Espinal,30
1070,Falan,30
1071,Alcalá,31
1072,Sevilla,31
1073,Toro,31
1074,San Pedro,31
1075,Roldanillo,31
1076,Trujillo,31
1077,Versalles,31
1078,Riofrío,31
1079,Ulloa,31
1080,Tuluá,31
1081,Restrepo,31
1082,Jamundí,31
1083,La Cumbre,31
1084,Guacarí,31
1085,Ginebra,31
1086,La Unión,31
1087,Palmira,31
1088,Pradera,31
1089,Santiago De Cali,31
1090,Obando,31
1091,La Victoria,31
1092,Vijes,31
1093,Buenaventura,31
1094,Bolívar,31
1095,Yotoco,31
1096,Bugalagrande,31
1097,Argelia,31
1098,Florida,31
1099,Caicedonia,31
1100,Andalucía,31
1101,Ansermanuevo,31
1102,Guadalajara De Buga,31
1103,Zarzal,31
1104,El Dovio,31
1105,Yumbo,31
1106,Calima,31
1107,El Cerrito,31
1108,Cartago,31
1109,Candelaria,31
1110,Dagua,31
1111,El Cairo,31
1112,El Águila,31
1113,Papunahua,32
1114,Yavaraté,32
1115,Mitú,32
1116,Carurú,32
1117,Taraira,32
1118,Pacoa,32
1119,Cumaribo,33
1120,Puerto Carreño,33
1121,Santa Rosalía,33
1122,La Primavera,33
