LlaveUnion;id;departamento;municipio
Valle Del Cauca;31;Valle Del Cauca;Jamundí
Valle Del Cauca;31;Valle Del Cauca;La Cumbre
Valle Del Cauca;31;Valle Del Cauca;Guacarí
Valle Del Cauca;31;Valle Del Cauca;Ginebra
Valle Del Cauca;31;Valle Del Cauca;La Unión
Valle Del Cauca;31;Valle Del Cauca;Palmira
Valle Del Cauca;31;Valle Del Cauca;Pradera
Valle Del Cauca;31;Valle Del Cauca;Santiago De Cali
Valle Del Cauca;31;Valle Del Cauca;Obando
Valle Del Cauca;31;Valle Del Cauca;La Victoria
Valle Del Cauca;31;Valle Del Cauca;Vijes
Valle Del Cauca;31;Valle Del Cauca;Buenaventura
Valle Del Cauca;31;Valle Del Cauca;Bolívar
Valle Del Cauca;31;Valle Del Cauca;Yotoco
Valle Del Cauca;31;Valle Del Cauca;Bugalagrande
Valle Del Cauca;31;Valle Del Cauca;Argelia
Valle Del Cauca;31;Valle Del Cauca;Florida
Valle Del Cauca;31;Valle Del Cauca;Caicedonia
Valle Del Cauca;31;Valle Del Cauca;Andalucía
Valle Del Cauca;31;Valle Del Cauca;Ansermanuevo
Valle Del Cauca;31;Valle Del Cauca;Guadalajara De Buga
Valle Del Cauca;31;Valle Del Cauca;Zarzal
Valle Del Cauca;31;Valle Del Cauca;El Dovio
Valle Del Cauca;31;Valle Del Cauca;Yumbo
Valle Del Cauca;31;Valle Del Cauca;Calima
Valle Del Cauca;31;Valle Del Cauca;El Cerrito
Valle Del Cauca;31;Valle Del Cauca;Cartago
Valle Del Cauca;31;Valle Del Cauca;Candelaria
Valle Del Cauca;31;Valle Del Cauca;Dagua
Valle Del Cauca;31;Valle Del Cauca;El Cairo
Valle Del Cauca;31;Valle Del Cauca;El Águila
Vaupés;32;Vaupés;Papunahua
Vaupés;32;Vaupés;Yavaraté
Vaupés;32;Vaupés;Mitú
Vaupés;32;Vaupés;Carurú
Vaupés;32;Vaupés;Taraira
Vaupés;32;Vaupés;Pacoa
Vichada;33;Vichada;Cumaribo
Vichada;33;Vichada;Puerto Carreño
Vichada;33;Vichada;Santa Rosalía
Vichada;33;Vichada;La Primavera
